time,divergence,geopotential,relative_humidity,specific_humidity,temperature,u_component_of_wind,v_component_of_wind,vertical_velocity,total_precipitation
05-05-1989,5.1461586e-07,80364.945,0.4144519,0.0030009507,248.95218,16.493855,3.3062937,-0.016252665,0.7371965
05-06-1989,3.4930179e-07,80384.01,0.26416036,0.002157317,248.4197,19.71097,-0.49442863,0.064920686,0.5624541
05-07-1989,-2.1966482e-06,80360.37,0.25362903,0.001899757,247.91745,20.22514,-6.353706,0.034930184,3.539026e-05
05-08-1989,-3.030494e-06,80338.58,0.2764342,0.0022546696,248.18839,12.007972,-6.972216,0.04302732,0.004854193
05-09-1989,4.3610873e-07,80411.13,0.43491697,0.0028001503,248.9174,9.353942,-3.7392707,-0.014388814,0.20172918
05-10-1989,-2.348978e-06,80373.93,0.44766903,0.0033451393,249.05653,12.862188,-5.7383194,-0.037542887,7.5207353
05-11-1989,3.4222415e-07,80327.44,0.2629794,0.0014991455,248.14146,11.5686865,-9.343458,0.057858445,0.074945845
05-12-1989,-1.3185479e-06,80304.22,0.29892743,0.0014579115,248.23839,11.602039,-6.3247757,0.019812277,0.0
05-13-1989,1.9182937e-06,80162.664,0.4569664,0.002681542,248.45328,11.768692,1.2406726,-0.0104183275,0.8969815
05-14-1989,1.8072614e-06,80210.9,0.47111323,0.0033390431,248.80067,16.399479,1.2656199,-0.02935445,13.732521
05-15-1989,-3.1888949e-06,80434.67,0.39457038,0.0033776527,249.42773,19.17372,-2.1076052,0.015511493,16.211077
05-16-1989,1.0657978e-06,80765.47,0.46079466,0.0036985069,249.93874,16.703829,-2.7281184,0.017968474,2.6886156
05-17-1989,1.2964333e-06,81115.91,0.4601758,0.0037011658,250.57387,13.29477,0.4556567,-0.051127024,1.8677573
05-18-1989,-1.0489779e-06,81402.625,0.45320627,0.0038580978,251.3712,10.326013,6.5475645,-0.06561274,1.1914265
05-19-1989,-2.650897e-07,81188.664,0.4494508,0.004037668,250.70192,13.274344,6.7259717,-0.049145937,4.5884137
05-20-1989,-2.1820601e-06,81050.71,0.31854072,0.003693374,250.33246,8.379733,-0.898782,0.0074976766,2.6861756
05-21-1989,2.5588665e-06,80934.45,0.46418235,0.003780447,249.70134,5.846052,-1.7457358,-0.062402863,8.960127
05-22-1989,-9.128266e-08,80899.62,0.38586667,0.0035284848,249.93845,3.2842753,-3.1526313,0.0049892934,2.5405726
05-23-1989,-1.6162278e-06,80907.74,0.4092956,0.0036195265,250.49153,5.6266017,-4.979952,0.02190884,1.0742826
05-24-1989,-3.76512e-06,81057.125,0.34590772,0.003415105,250.99173,3.5753186,-8.884385,0.024235507,0.7415329
05-25-1989,-1.5288323e-06,81359.83,0.3080197,0.003169138,251.59993,3.7421956,-5.267059,0.028403439,0.22486264
05-26-1989,-1.7863981e-06,81675.125,0.28713822,0.0033391616,251.80014,4.0437593,-0.5712378,-0.009361689,0.3822921
05-27-1989,1.2044991e-06,81943.47,0.23426268,0.0026414976,251.40367,4.457494,-0.66095376,0.0317472,0.07689248
05-28-1989,-1.3888427e-06,81885.22,0.28182295,0.0033399516,251.37875,2.8372798,-5.4683433,0.021601371,0.025833437
05-29-1989,-1.3880697e-06,81826.33,0.3080971,0.0030841439,251.4569,0.21226975,-4.5607014,0.022261858,0.23736241
05-30-1989,-1.120832e-06,81727.97,0.34640905,0.0030034673,251.30089,-1.120056,-2.5880077,0.021215785,0.015327818
05-31-1989,-3.2302245e-07,81734.67,0.4062695,0.0035236215,251.18536,-2.8182893,-0.7480266,0.014306383,0.67657536
06-01-1989,-8.4201565e-07,81737.54,0.4002827,0.003733585,250.99846,-3.6796377,1.1719524,-0.0037829173,1.6927545
06-02-1989,2.4592177e-08,81598.99,0.48027033,0.0039057322,250.79297,0.86166203,2.3891363,-0.06659481,2.8392897
06-03-1989,1.9504425e-06,81352.234,0.5500271,0.0041291025,250.6984,4.8596287,2.4812987,-0.059826948,3.9101276
06-04-1989,8.272764e-07,81240.54,0.4531611,0.0038542082,250.95804,6.369383,0.9339082,0.0039735367,3.8836956
06-05-1989,-6.13176e-07,81169.91,0.46963897,0.004062535,250.95999,9.035248,2.1624973,-0.042536978,3.9768052
06-06-1989,1.5565513e-06,80821.55,0.3739163,0.0037165391,250.84732,15.818808,-4.9040504,-0.008442594,19.574371
06-07-1989,-9.302459e-08,80707.79,0.39325663,0.003588604,251.07172,11.806045,-6.9824266,-0.02453254,2.0638888
06-08-1989,-6.483312e-08,80867.914,0.5274196,0.004544584,251.881,11.741114,1.9226044,-0.21169244,21.19275
06-09-1989,5.7533504e-07,81216.91,0.26084176,0.0030540412,251.97394,9.027529,0.2794451,0.0026522002,1.6525753
06-10-1989,3.4287893e-07,81608.53,0.32969972,0.0034930115,251.50114,5.0675254,0.9867754,-0.027821086,0.91100365
06-11-1989,6.605502e-07,81723.55,0.42939612,0.0039678076,251.44691,2.731066,1.8192014,-0.08179552,3.0117009
06-12-1989,-4.931222e-07,81558.34,0.3314107,0.0033692282,251.60124,4.099896,4.5851474,0.017491616,0.73884803
06-13-1989,2.095156e-07,81332.8,0.3115435,0.0034619705,251.3099,5.0909834,4.054668,-0.015344565,0.2994404
06-14-1989,-1.8502324e-06,81267.625,0.4026278,0.0038235171,251.40489,6.139534,6.097979,-0.07786945,1.0676359
06-15-1989,2.635256e-06,81215.86,0.63403153,0.004655543,251.31996,10.837946,12.388449,-0.23750235,41.4453
06-16-1989,4.7495423e-06,80946.07,0.37417647,0.0028017813,250.57411,13.129866,13.673697,-0.036243133,5.899234
06-17-1989,-1.6026133e-06,81359.89,0.2318568,0.0022650359,250.84653,5.882046,-1.4349186,0.017635029,0.04839898
06-18-1989,-2.7388227e-08,81607.29,0.35748908,0.0037324042,250.957,2.7379878,-0.21433695,-0.0008056,0.7043434
06-19-1989,-2.1111e-06,81347.984,0.4125026,0.0040251384,250.88654,3.0576155,-2.7927961,0.02760652,4.779603
06-20-1989,-2.2598124e-07,81189.664,0.34188822,0.00356684,251.28294,0.6891709,-2.9742649,-0.072059356,5.308241
06-21-1989,-3.7055273e-07,81191.2,0.30860585,0.0035931382,251.33209,1.7681795,0.640039,-0.014575212,1.2854426
06-22-1989,1.0251435e-06,81429.71,0.38728046,0.003817427,251.33022,3.7611341,2.189076,-0.05100918,2.8641121
06-23-1989,3.1722203e-07,81520.62,0.5690272,0.004203036,251.27415,5.441815,0.8016097,-0.06623967,6.7457895
06-24-1989,5.49162e-07,81539.51,0.58498156,0.004330376,251.44632,1.0036546,-0.97670716,-0.0035991673,3.2684605
06-25-1989,-1.0004527e-06,81542.016,0.5326686,0.004346256,251.80176,0.988733,-3.1685357,-0.01717287,1.4242302
06-26-1989,4.4596572e-07,81511.555,0.5239045,0.004332127,252.00827,0.9913946,-1.6586906,-0.019281488,4.013145
06-27-1989,-1.3037975e-06,81502.89,0.56148446,0.004577055,252.30724,1.3842181,1.5170891,-0.0735331,2.0917342
06-28-1989,-6.947027e-07,81572.76,0.54885435,0.004615054,252.39716,0.5607642,5.695681,-0.048834246,7.7165422
06-29-1989,5.6262377e-07,81677.61,0.5497116,0.004659501,252.28426,-0.80816483,3.4067712,-0.110611886,9.575754
06-30-1989,2.262698e-06,81829.74,0.52558535,0.004430229,252.03769,-1.2249863,1.4825971,-0.05554976,7.321138
07-01-1989,-2.9553587e-07,81748.49,0.51638156,0.0043202355,252.1037,2.2694764,1.7886449,-0.023846954,6.490847
07-02-1989,-1.254543e-09,81656.86,0.5161428,0.0046082544,252.16658,4.5427275,2.908319,-0.10460774,23.351892
07-03-1989,3.3567807e-07,81609.734,0.46466887,0.0043303594,252.21053,4.101395,0.7822034,-0.029518303,7.717697
07-04-1989,1.8054888e-06,81525.234,0.5076754,0.004487342,252.00967,5.5868998,1.4202079,-0.04948113,13.731817
07-05-1989,3.8852428e-07,81470.63,0.48560557,0.0044446844,252.14943,4.365657,1.2747796,-0.024520503,10.609413
07-06-1989,1.0724188e-07,81713.5,0.44901642,0.0042984234,252.05087,3.297265,4.113178,-0.06615638,7.0102963
07-07-1989,-5.096946e-07,81971.33,0.4009396,0.004029357,251.74362,0.56792885,3.2937722,0.0027552298,5.5209103
07-08-1989,2.429594e-07,81918.22,0.40301183,0.0040310854,251.68939,-1.7447093,-0.15849939,-0.0023579944,1.5323004
07-09-1989,-9.663446e-07,81830.71,0.42997277,0.0040648016,251.81381,-4.1363873,-0.496422,0.022402786,0.9740605
07-10-1989,-1.004256e-06,81876.72,0.4412007,0.0039946926,251.83205,-5.629423,1.4149215,-0.0013045522,2.0673525
07-11-1989,5.9090866e-07,82008.945,0.3377676,0.003740482,251.89471,-5.1666875,0.4633736,0.0030308217,1.253081
07-12-1989,-2.0741838e-07,81994.45,0.39103577,0.0038217725,252.00464,-4.4350348,-1.9784838,0.0016967802,0.39884925
07-13-1989,-1.4414884e-06,81779.96,0.416575,0.004095518,252.3159,-2.7595556,-2.6350365,0.034300376,0.6148194
07-14-1989,7.9280795e-07,81660.72,0.56657696,0.004886461,252.40929,0.74329126,-2.6107166,-0.072472945,16.714487
07-15-1989,1.1252985e-06,81852.086,0.5386346,0.0048044072,252.39578,0.7137388,-2.2741473,-0.019483408,10.264036
07-16-1989,-5.9485586e-07,81989.01,0.50959724,0.0044211103,252.59131,4.1829114,-0.920269,-0.0065656817,5.2930984
07-17-1989,2.2290186e-07,81905.336,0.4021432,0.004314709,252.57443,1.8879395,-4.208165,-0.041844614,4.6026998
07-18-1989,9.0761125e-07,81854.75,0.43448243,0.0044446583,252.58832,1.7432078,-1.5620453,-0.054905478,4.415955
07-19-1989,1.04266505e-07,81805.49,0.42045695,0.0043504555,252.49234,2.6871965,-1.062083,0.018568981,2.477854
07-20-1989,5.235614e-07,81338.61,0.48641264,0.0042895908,252.33609,7.471365,3.2136607,-0.060455434,8.496421
07-21-1989,7.7056404e-07,81016.67,0.33746958,0.0030783722,251.7383,6.046596,9.161765,-0.024103913,0.78032213
07-22-1989,2.3001373e-06,81369.42,0.3902171,0.0033449237,251.43066,1.4384122,11.9362135,0.012153138,3.4751058
07-23-1989,2.0980997e-06,81688.08,0.5622798,0.004250163,251.23996,-1.0202607,9.583681,-0.065085754,8.458683
07-24-1989,3.1870125e-06,81722.18,0.54225963,0.0042011295,251.23193,-3.502513,7.363326,-0.0063652555,7.3953524
07-25-1989,2.4415842e-06,81880.84,0.6066123,0.004525813,251.3995,-6.0064135,5.6201887,-0.024634983,12.501613
07-26-1989,-1.7622747e-06,82067.47,0.43019927,0.004064561,251.81638,-7.7580004,1.2676591,0.01508006,1.5125979
07-27-1989,1.2597964e-07,82034.99,0.4613786,0.0042530643,251.92986,-6.215028,-2.1076195,-0.0014221456,1.9247212
07-28-1989,-5.439882e-07,81906.36,0.47486645,0.0043840385,252.1008,-5.5492864,-2.4447775,0.007245693,2.6651587
07-29-1989,1.1334179e-06,81782.66,0.49762434,0.0044542775,251.99348,-2.2829256,-1.6477548,-0.0013786337,2.63285
07-30-1989,3.8517297e-07,81758.38,0.43704593,0.0041124313,252.16599,-1.2829795,0.88271564,0.043801386,2.2376235
07-31-1989,6.01815e-07,81891.664,0.53366923,0.0045565055,252.47354,-3.9192083,4.651734,-0.043583155,7.052822
08-01-1989,-1.0225957e-06,81975.39,0.6090728,0.0051195156,252.77957,-5.7694654,6.56224,-0.17169037,29.029964
08-02-1989,2.7876363e-06,82076.5,0.51298517,0.004126433,252.4949,-4.70107,0.17759778,0.020854779,3.8192446
08-03-1989,-5.781204e-07,82037.16,0.36943853,0.003709674,252.50415,-6.636081,-1.0802944,0.008713501,0.03443985
08-04-1989,-7.576622e-08,81983.05,0.35893235,0.0039563705,252.58885,-5.4338207,1.4757726,0.033725735,0.3199202
08-05-1989,7.451569e-07,81967.664,0.33767858,0.0038320574,252.79471,-2.679593,2.073989,0.04116883,0.07782275
08-06-1989,2.469311e-07,81848.72,0.33235282,0.003956412,252.96425,-0.58437306,0.12284886,0.034867514,0.18741028
08-07-1989,1.1519554e-06,81597.63,0.35808852,0.0042070486,252.96484,2.1108923,-1.2021835,0.014198036,0.8420608
08-08-1989,3.6888334e-08,81288.39,0.56917584,0.004602872,251.84074,5.850507,-0.5155087,-0.08807043,22.748724
08-09-1989,6.099556e-07,81102.086,0.2892572,0.00262642,251.01308,8.678545,2.1297686,0.0018796001,0.10678197
08-10-1989,-2.0872841e-07,81030.25,0.19014308,0.0020328027,250.88834,5.3480253,0.284574,0.014808115,0.0025760897
08-11-1989,-2.4292337e-06,81135.03,0.29867414,0.0026055335,250.85938,3.4311934,-4.579152,0.007861069,0.5881402
08-12-1989,-2.5898257e-07,81043.484,0.33999622,0.0032426966,250.74313,1.0668871,-1.4842746,-0.0038448432,2.403496
08-13-1989,-1.469524e-06,81022.74,0.3219403,0.0032853107,251.02919,-3.8668535,-6.2809534,0.027732054,1.5432903
08-14-1989,6.401951e-07,81246.234,0.32547814,0.003129259,251.47922,-3.6229045,-6.62295,0.018595982,0.4412873
08-15-1989,5.7664244e-07,81259.414,0.39335635,0.0031435734,251.66466,1.9426093,-0.3303978,0.0037612359,0.114801496
08-16-1989,-1.1276051e-06,81202.664,0.39216962,0.0033202486,251.55421,3.6625693,1.8025818,0.0001260142,0.020643001
08-17-1989,2.498876e-07,81354.76,0.420145,0.0037630221,251.58707,5.3903675,0.49842623,-0.006341203,0.3121283
08-18-1989,4.2231952e-07,81650.97,0.47574556,0.0040867003,251.63727,4.0709634,-1.0580932,-0.029187169,2.0463138
08-19-1989,-1.5846276e-06,81665.24,0.383678,0.00399498,251.7848,-0.48544872,-7.0113707,0.017780099,3.557878
08-20-1989,1.2245316e-06,81770.555,0.36544532,0.0037444825,252.40967,-6.4293666,-3.5085356,0.026242193,0.98381644
08-21-1989,-8.766558e-07,81897.78,0.44230145,0.0043960023,252.8223,-4.483246,2.2946165,0.03367269,1.7044655
08-22-1989,-5.378164e-07,81981.29,0.53441054,0.0049923095,252.97672,-5.392094,2.4645472,-0.017678851,4.116243
08-23-1989,1.0683726e-06,82025.16,0.46778148,0.0047874143,252.7753,-4.1537127,3.7146468,0.005234599,4.116823
08-24-1989,5.2599123e-08,81954.66,0.44914803,0.004737277,252.68703,-4.1249294,3.2071567,-0.014960627,2.5382488
08-25-1989,1.0362297e-06,81911.914,0.4087891,0.004322284,252.7344,-2.5801342,3.6308541,0.041506447,3.567496
08-26-1989,2.217703e-07,81979.67,0.36275452,0.0038671861,252.87395,-3.1046257,0.9651581,0.017591042,0.37368968
08-27-1989,1.506424e-07,82037.22,0.3747546,0.0040588663,252.89938,-3.5678136,-2.4312575,0.01732919,0.20175268
08-28-1989,1.257644e-06,82063.95,0.53028214,0.0049408227,252.83995,-4.0347404,-1.6426549,-0.024122583,6.3854446
08-29-1989,1.380861e-06,82061.72,0.580783,0.005038278,252.6404,-2.6921954,1.0243373,-0.029744526,6.5310783
08-30-1989,4.3941796e-07,82037.695,0.45067582,0.004523257,252.84424,-1.6808249,2.4402993,-0.015276108,1.2413733
08-31-1989,-1.3975053e-07,82027.25,0.4049095,0.0043576066,252.91618,-1.0315485,0.4543485,0.017683329,0.3983843
09-01-1989,-4.3189317e-07,82029.03,0.39496028,0.0043835375,253.06117,-2.5802503,-1.0612825,-0.0023383284,0.22382526
09-02-1989,-1.8017587e-06,82074.41,0.39504796,0.0045150137,253.11816,-3.063662,-2.9246979,0.017061636,0.33014745
09-03-1989,-1.89628e-06,81990.78,0.42001584,0.0045026927,253.0083,-2.791148,-4.758991,0.021625562,1.498978
09-04-1989,-1.1378847e-06,81873.83,0.39726278,0.0037946787,252.99445,-4.375428,-4.219279,-0.0030681593,1.6679798
09-05-1989,-6.704125e-07,81948.734,0.46853322,0.0048258356,252.4243,-6.0333285,-2.1038423,-0.08963799,5.812177
09-06-1989,-1.8647644e-06,81977.32,0.44660905,0.0045540454,252.42429,-6.111758,0.023881454,-0.019752257,9.774754
09-07-1989,-1.1527177e-06,81926.03,0.4230548,0.0044089174,252.42543,-5.1225233,0.6561576,0.015985673,5.4625597
09-08-1989,-8.5547555e-07,81816.04,0.42089617,0.0044019874,252.40187,-3.0688944,-0.5143696,0.012080476,1.8953656
09-09-1989,-1.3006779e-06,81699.86,0.3952966,0.0041757887,252.50095,-2.4807472,0.025088402,0.002686344,1.7292092
09-10-1989,-1.4030397e-06,81567.36,0.42764238,0.0043083,252.30467,-2.618802,-1.9100742,0.017706688,2.175477
09-11-1989,8.344761e-08,81564.32,0.49128768,0.0045260247,252.20477,-1.8404558,-1.6220093,-0.023897065,2.8579147
09-12-1989,-5.6153345e-07,81628.086,0.5336572,0.0044503347,252.06805,-0.59617454,-1.429845,-0.03280075,4.430294
09-13-1989,-8.0259673e-07,81646.25,0.42986172,0.0038959298,252.15028,-1.0981895,-0.8583182,0.025764735,0.56966513
09-14-1989,-1.3003984e-06,81553.51,0.38356254,0.0034648073,252.1677,1.5034444,-0.4728511,0.003860449,0.24564552
09-15-1989,1.83829e-06,81392.54,0.49462762,0.004315147,251.49037,8.651775,2.793166,-0.009204319,1.7315183
09-16-1989,1.2738365e-06,81284.25,0.24240811,0.002312313,251.18834,13.744119,1.3626252,-0.0001689336,0.5237162
09-17-1989,6.603904e-07,81436.21,0.17089073,0.0019275678,251.40668,8.546232,-3.739395,0.0153147075,0.00023382707
09-18-1989,-1.8139611e-06,81396.88,0.17467181,0.0019432739,251.68307,3.857227,-9.272057,0.02275641,0.0007682775
09-19-1989,-1.4459904e-06,81416.34,0.17580055,0.002117631,252.02663,-1.4507669,-10.31225,0.04224005,1.2374585e-05
09-20-1989,-1.1022892e-06,81402.95,0.19501,0.0023076285,251.91495,-1.6767026,-12.8368225,0.015538563,0.002102744
09-21-1989,-1.2499997e-06,80893.984,0.23165801,0.0024052092,251.59573,-0.6853632,-10.335846,-0.0187086,0.012545549
09-22-1989,1.5673829e-06,80508.49,0.2939787,0.0028979904,251.42044,1.254445,-2.4978998,0.03473598,0.15546948
09-23-1989,8.620105e-07,80799.47,0.3053435,0.0027094947,251.2317,8.233193,-0.75232375,0.0031974057,0.3368419
09-24-1989,6.539154e-07,80773.33,0.29123694,0.0026618268,250.54343,1.9420804,7.790515,-0.02402177,0.5483855
09-25-1989,3.6119566e-06,80930.26,0.42646918,0.003661838,250.7285,2.3496656,10.602382,-0.032876287,19.641626
09-26-1989,-3.8448664e-07,81100.57,0.3109396,0.0028905543,250.64299,6.9886403,9.198015,0.06498659,1.0070632
09-27-1989,1.4107861e-06,81352.64,0.35438398,0.0028655927,250.59383,3.1882887,9.417077,0.01491575,0.24174923
09-28-1989,1.3500116e-07,81585.17,0.5030476,0.0038075845,250.8854,0.92687094,9.100528,-0.024089467,3.4709818
09-29-1989,1.6245039e-06,81527.125,0.66840774,0.0047483193,250.8631,1.7513613,8.8354025,-0.17540692,42.3546
09-30-1989,1.2133261e-06,81350.03,0.6008095,0.004604717,251.18634,6.678298,9.928756,-0.103478536,39.498856
10-01-1989,1.824313e-06,81269.555,0.276101,0.0027080642,251.49428,10.416241,6.1775613,0.015748352,0.58224535
10-02-1989,1.1136534e-06,81623.984,0.23023023,0.0025754978,251.94238,2.7392602,-1.6732864,0.016867708,0.084203646
10-03-1989,-3.9981958e-07,81811.234,0.21142711,0.0023940457,251.90974,0.740256,0.4645044,-0.0001827361,0.0030840249
10-04-1989,-9.811221e-08,81683.43,0.26480293,0.0025216294,251.56853,3.357721,-1.5001265,-0.0099676605,0.00014566313
10-05-1989,-4.3641901e-07,81455.016,0.25130937,0.0022679204,251.39984,1.2593243,-2.913328,0.012017257,0.000100447585
10-06-1989,1.3765064e-06,81518.79,0.3131537,0.0030156905,251.45326,1.131833,0.4253499,0.016443359,0.31326216
10-07-1989,-1.5731049e-06,81425.83,0.3582921,0.00351244,251.26071,5.1783066,-0.18720095,0.008124299,0.76407456
10-08-1989,-1.1232787e-06,81133.84,0.49823263,0.0037451754,250.34813,11.912801,-0.85313296,0.016058873,1.7250434
10-09-1989,1.0000811e-07,80880.13,0.29549283,0.0015868006,249.33195,14.42182,-0.38359392,-0.0041970285,0.00085742446
10-10-1989,9.31803e-07,80699.09,0.22644655,0.001255305,249.2247,15.862688,3.4518409,0.0027757224,0.0
10-11-1989,-5.9827113e-07,80943.03,0.1609552,0.0015135929,250.1356,4.824058,0.85072017,0.019653816,0.00057521457
10-12-1989,1.4651699e-06,81218.516,0.2709727,0.0026103137,250.34503,3.4675398,5.476481,-0.003382115,0.27100083
10-13-1989,2.8596091e-06,81335.414,0.54919916,0.0036926093,250.11206,3.2182105,5.933686,-0.027265063,5.9835415
10-14-1989,2.7575418e-06,81182.664,0.57907844,0.0037779561,249.86899,6.619378,4.9543967,-0.016311023,2.2415376
10-15-1989,8.991018e-07,81116.055,0.5480953,0.0041125924,250.48868,4.3511267,3.3919246,-0.008792737,2.414343
10-16-1989,1.0018365e-06,81169.72,0.5704747,0.0044662487,250.67104,5.3900447,7.6542945,-0.06921894,4.459734
10-17-1989,3.159027e-06,81137.234,0.6467217,0.004568951,250.277,6.0860033,7.228402,-0.06062191,18.423756
10-18-1989,2.5867193e-06,80942.984,0.4829731,0.00352834,249.14594,14.393541,4.4443913,0.030641602,2.645397
10-19-1989,1.9934919e-06,80342.26,0.27764776,0.0012531669,246.7816,26.975395,5.875725,0.08434786,0.08760348
10-20-1989,-5.1083435e-07,80002.164,0.162537,0.0006260426,245.4609,26.749308,-4.6841955,0.1760394,0.0026771654
10-21-1989,-1.6213385e-06,80761.54,0.18066566,0.00067665684,247.4991,15.791225,-8.699866,0.09324792,0.0
10-22-1989,-5.5528017e-07,81092.38,0.25637773,0.0012556729,248.43245,12.22193,-3.797583,-0.0010338784,3.430209e-05
10-23-1989,-9.028399e-07,81054.41,0.3109205,0.0018979681,248.50897,9.538387,-2.0554452,-0.020649262,0.022899156
10-24-1989,-3.2233268e-07,80744.68,0.23187011,0.0017895481,248.0086,5.098088,-3.83245,-0.00458422,0.0089633865
10-25-1989,-2.8072625e-07,80588.914,0.2554395,0.0016202007,247.58351,3.1357298,-3.6486244,0.018740756,0.0012947809
10-26-1989,-6.292434e-07,80488.34,0.22493336,0.0012731495,247.76466,1.8865262,-2.9593344,0.0017090513,5.8418915e-05
10-27-1989,-2.5424686e-07,80549.484,0.19857667,0.001570146,248.03539,2.6992757,-4.8832364,0.0467281,0.000637489
10-28-1989,-1.6431113e-06,80637.11,0.23469034,0.0016988167,248.28297,5.2732234,-3.3427682,0.049729083,0.020817036
10-29-1989,-6.802105e-07,80624.86,0.29767215,0.0018681599,248.59384,8.296157,1.5874759,0.03334436,0.007497353
10-30-1989,-8.805179e-07,80428.71,0.24375203,0.0015929019,248.78085,10.950947,4.5024548,0.036333166,0.0007126321
10-31-1989,6.341086e-07,80328.12,0.36113146,0.0024987122,248.43878,16.307285,6.2486854,0.033787217,0.5708906
11-01-1989,1.2718226e-06,80436.33,0.39440405,0.0021589834,247.82867,18.955986,5.4189587,0.0042401208,0.2679839
11-02-1989,6.43211e-07,80215.22,0.5662123,0.003227952,247.45358,22.203115,7.1272817,-0.21402295,48.753128
11-03-1989,9.710049e-07,79912.84,0.1830383,0.0010020676,246.0548,23.170506,2.2012033,0.08929256,0.016255189
11-04-1989,-2.3172645e-06,80170.31,0.3069153,0.0013035199,246.79987,24.762503,4.6572723,0.06137577,3.539026e-05
11-05-1989,6.732644e-07,80618.49,0.37091357,0.0023522726,248.39926,22.30714,5.4107785,0.06107758,0.011062573
11-06-1989,1.7578382e-06,80875.75,0.42617872,0.0032894744,249.26321,17.322857,6.6184893,-0.031663105,0.069532774
11-07-1989,3.2567093e-06,80652.58,0.56043655,0.0040388284,249.25233,16.051245,5.10115,-0.1724953,8.726549
11-08-1989,3.786133e-06,80300.82,0.532219,0.0041133827,249.63564,21.85613,5.098251,-0.2623466,32.34321
11-09-1989,1.7822934e-07,79962.51,0.25694773,0.0020468598,248.89632,24.370785,4.571052,-0.00028905072,6.781059
11-10-1989,1.4854595e-07,80040.34,0.14431332,0.0007593198,247.93,15.2040415,-0.60557395,0.038089786,0.0
11-11-1989,-3.8291014e-07,80353.734,0.18449324,0.0011311577,247.98795,11.009937,0.88198507,0.018251823,1.5098454e-05
11-12-1989,5.722176e-07,80646.734,0.20689294,0.0011266223,248.19078,8.332533,4.24898,0.01241102,0.0
11-13-1989,8.165514e-09,80715.38,0.31862396,0.0023964727,248.49261,10.015369,6.302262,-0.0033266642,0.55914974
11-14-1989,2.1644191e-06,80445.06,0.4272078,0.0035604064,248.52689,13.748882,7.595021,-0.15337262,14.649565
11-15-1989,-5.260281e-07,80257.38,0.3989366,0.0033999213,248.9651,19.814655,1.5475186,-0.037737306,5.2475324
11-16-1989,3.7767957e-06,79737.98,0.31453383,0.001537719,246.41531,29.737759,-0.31260762,0.06234692,11.325221
11-17-1989,7.5890995e-07,79737.93,0.29937914,0.0007232595,244.97679,27.190443,-1.0688118,0.08427976,0.0
11-18-1989,3.5675885e-06,80255.88,0.5408551,0.0018308776,245.87022,25.130459,8.759767,0.0069711823,1.5568677
11-19-1989,-2.751406e-06,80968.92,0.5585434,0.0024983557,247.21722,20.791512,4.643799,0.010139052,1.1176189
11-20-1989,-5.049999e-07,81085.82,0.4243965,0.0026418397,247.95538,15.592237,-8.493623,0.026842717,0.1664227
11-21-1989,-2.1166177e-06,80869.58,0.44932953,0.0031659044,248.81519,11.836537,-8.55006,0.020619128,1.4789158
11-22-1989,1.249444e-06,80440.24,0.47558048,0.0036849205,249.07121,17.611568,5.1785254,-0.0894792,1.6365081
11-23-1989,1.9294723e-06,79871.63,0.31515548,0.0018726109,246.65248,21.5572,2.8268373,0.026612174,23.068184
11-24-1989,8.567678e-08,80219.9,0.23830128,0.000805143,245.95004,18.828062,-1.1153795,0.04770392,0.00012996903
11-25-1989,-2.6811064e-08,80481.03,0.32840458,0.0017641869,247.5922,15.124941,4.9926214,-0.0022383775,0.31178364
11-26-1989,5.944161e-07,80513.0,0.38429663,0.0028603773,248.49522,15.628103,6.2484508,-0.04334595,0.9213025
11-27-1989,-8.6739817e-07,80610.98,0.34125578,0.003329879,249.12343,9.696919,5.1607327,-0.009863099,2.1511178
11-28-1989,-9.624174e-07,80684.05,0.4249899,0.0035204738,248.73175,16.454674,6.348572,-0.022749333,7.975378
11-29-1989,-1.1441485e-07,80665.91,0.3708616,0.0017397805,246.84793,20.055279,5.018594,0.06461906,0.3916823
11-30-1989,-1.1476234e-06,80672.3,0.25725892,0.00084358675,245.83646,19.346437,-1.9406308,0.089177296,0.0
12-01-1989,6.7627106e-08,80585.84,0.42356288,0.001436365,246.16838,20.48621,1.9085202,0.039286766,0.0
12-02-1989,3.713606e-07,80559.586,0.43036798,0.0015375351,246.39171,21.2225,5.9509244,0.019368168,0.054917302
12-03-1989,1.0647938e-06,80160.03,0.2779782,0.00081593817,245.37492,24.713066,-3.4798813,0.05993362,0.0
12-04-1989,-1.335952e-06,80083.12,0.17854467,0.0005018286,245.38316,22.025072,-3.0611665,0.0018957774,0.0
12-05-1989,-1.0256952e-06,80054.055,0.1741937,0.0007635041,246.97728,23.008348,-1.189955,0.025987357,0.0
12-06-1989,5.744153e-07,80099.55,0.30494845,0.0022745659,248.12762,21.526915,5.3097887,-0.013384698,1.0074133
12-07-1989,-4.286965e-07,80159.95,0.5425249,0.0036600665,248.21759,20.21982,12.846268,-0.10678305,19.901737
12-08-1989,2.692473e-06,80087.35,0.6091413,0.003433539,247.97096,18.626402,18.559078,-0.2161403,43.333492
12-09-1989,-1.5298792e-06,79466.08,0.24702287,0.0010205512,245.36928,23.09788,8.5342,0.17908277,0.70763075
12-10-1989,1.0213031e-07,79998.65,0.14704064,0.00070725783,246.3119,21.255154,0.3437921,0.07519938,2.836116e-05
